Time,DesX,DesY,DesZ,DesVX,DesVY,DesVZ,PosX,PosY,PosZ,VelX,VelY,VelZ
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.125000000000000028e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.166666666666666609e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.127113977452093713e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.073545885024754315e-02
8.333333333333333218e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.131341562151111230e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.014620327764211849e-01
1.250000000000000069e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.137682348214900385e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.521788655309397886e-01
1.666666666666666644e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.146135894110861531e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.028851015030663230e-01
2.083333333333333218e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.156701722684885247e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.535798857765705350e-01
2.500000000000000139e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.169379321192689225e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.042623641872944651e-01
2.916666666666666713e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.184168141333548085e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.549316833806123173e-01
3.333333333333333287e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.201067599286413795e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.055869908687766978e-01
3.749999999999999861e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.220077075748419726e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.562274350881428409e-01
4.166666666666666435e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.241195915975764064e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.068521654562627710e-01
4.583333333333333010e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.264423429826965761e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.574603324288415207e-01
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.289758891808488461e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.080510875565466877e-01
5.416666666666666852e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.317201541122724473e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.586235835416641704e-01
5.833333333333333426e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.346750581718332562e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.091769742945914778e-01
6.250000000000000000e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.378405182342922475e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.597104149901604542e-01
6.666666666666666574e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.412164476598080087e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.102230621237824781e-01
7.083333333333333148e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.448027562996722084e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.607140735674070342e-01
