Time,DesX,DesY,DesZ,DesVX,DesVY,DesVZ,PosX,PosY,PosZ,VelX,VelY,VelZ
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.125000000000000028e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.166666666666666609e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.300274884259259184e-05,0.000000000000000000e+00,0.000000000000000000e+00,6.236979166666666713e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.124150911116645751e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.037813320050329072e-02
8.333333333333333218e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.193865740740740485e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.244791666666666789e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.122507198828457398e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.944909491652193179e-02
1.250000000000000069e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.166992187500000223e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.863281250000000180e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.120121457606410853e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.725778932911858299e-02
1.666666666666666644e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.071759259259259192e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.479166666666666671e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.117044439128831446e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.384844346190649889e-02
2.083333333333333218e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.232602719907407126e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.092447916666666782e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.113325101550573654e-01,0.000000000000000000e+00,0.000000000000000000e+00,-8.926410187818667463e-02
2.500000000000000139e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.648437500000000876e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.703125000000000860e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.109010657854935800e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.035466486953085102e-01
2.916666666666666713e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.318178530092592683e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.311197916666666130e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.104146623274478989e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.167368299309627239e-01
3.333333333333333287e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.240740740740739667e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.916666666666667102e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.098776861782114478e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.288742758167490399e-01
3.749999999999999861e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.041503906250000003e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.519531249999999611e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.092943631655001052e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.399975230507224666e-01
4.166666666666666435e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.283998842592592440e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.119791666666666435e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.086687630114877984e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.501440369629539473e-01
4.583333333333333010e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.551450376157407097e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.717447916666666186e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.080048037049455151e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.593502335701487693e-01
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.843750000000000337e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.312500000000000944e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.073062557820402552e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.676515014972611850e-01
5.416666666666666852e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.160789207175925920e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.904947916666667240e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.065767465164326050e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.750822237458373454e-01
5.833333333333333426e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.502459490740740859e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.494791666666666463e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.058197640193888067e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.816757992905099206e-01
6.250000000000000000e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.868652343750000000e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.082031250000000000e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.050386612506943734e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.874646644866632406e-01
6.666666666666666574e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.259259259259259054e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.666666666666667851e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.042366599412202360e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.924803142737925299e-01
