Time,DesX,DesY,DesZ,DesVX,DesVY,DesVZ,PosX,PosY,PosZ,VelX,VelY,VelZ
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.125000000000000028e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.166666666666666609e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.014011901101948179e-08,0.000000000000000000e+00,0.000000000000000000e+00,6.483318187572337883e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.124095624758873480e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.170500578703702874e-02
8.333333333333333218e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.188660421489197939e-07,0.000000000000000000e+00,0.000000000000000000e+00,2.582510489004629208e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.122357595795564905e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.171269511940600694e-02
1.250000000000000069e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.418575286865234780e-06,0.000000000000000000e+00,0.000000000000000000e+00,5.786361694335938853e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.119852259493049618e-01,0.000000000000000000e+00,0.000000000000000000e+00,-6.012807126036734395e-02
1.666666666666666644e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.714940200617283140e-06,0.000000000000000000e+00,0.000000000000000000e+00,1.024377893518518649e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.116641869944886151e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.704934915592362432e-02
2.083333333333333218e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.112693621788495855e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.593872352882667615e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.112784853389963968e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.256839731813115701e-02
2.500000000000000139e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.916687011718750191e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.285522460937500309e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.108336055418159272e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.067711513233113307e-01
2.916666666666666713e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.034040827810029022e-05,0.000000000000000000e+00,0.000000000000000000e+00,3.097737912778501801e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.103346972055817415e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.197380006962059651e-01
3.333333333333333287e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.514660493827160598e-05,0.000000000000000000e+00,0.000000000000000000e+00,4.028935185185184877e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.097865965770510460e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.315441508473678967e-01
3.749999999999999861e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.407793045043945035e-05,0.000000000000000000e+00,0.000000000000000000e+00,5.077537536621093937e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.091938467369155813e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.422599616325115612e-01
4.166666666666666435e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.762029953944830364e-05,0.000000000000000000e+00,0.000000000000000000e+00,6.241975007233795461e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.085607164702112742e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.519512640090328603e-01
4.583333333333333010e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.162530995592658606e-04,0.000000000000000000e+00,0.000000000000000000e+00,7.520684418854887976e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.078912179028100604e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.606796561762923181e-01
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.504492187500000295e-04,0.000000000000000000e+00,0.000000000000000000e+00,8.912109375000001193e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.071891229840501586e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.685027805023773528e-01
5.416666666666666852e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.906750744949152682e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.041470026086877866e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.064579788904637253e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.754745824607445437e-01
