Time,DesX,DesY,DesZ,DesVX,DesVY,DesVZ,PosX,PosY,PosZ,VelX,VelY,VelZ
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.125000000000000028e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.166666666666666609e-03,6.501374421296295922e-06,0.000000000000000000e+00,1.300274884259259184e-05,3.118489583333333356e-03,0.000000000000000000e+00,6.236979166666666713e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.124022934348056640e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.344957564664197983e-02
8.333333333333333218e-03,2.596932870370370242e-05,0.000000000000000000e+00,5.193865740740740485e-05,6.223958333333333946e-03,0.000000000000000000e+00,1.244791666666666789e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.122068969707070568e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.689515138366592145e-02
1.250000000000000069e-02,5.834960937500001117e-05,0.000000000000000000e+00,1.166992187500000223e-04,9.316406250000000902e-03,0.000000000000000000e+00,1.863281250000000180e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.119138280346818198e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.033654464605629264e-02
1.666666666666666644e-02,1.035879629629629596e-04,0.000000000000000000e+00,2.071759259259259192e-04,1.239583333333333336e-02,0.000000000000000000e+00,2.479166666666666671e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.115231048138597969e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.377357299728558693e-02
2.083333333333333218e-02,1.616301359953703563e-04,0.000000000000000000e+00,3.232602719907407126e-04,1.546223958333333391e-02,0.000000000000000000e+00,3.092447916666666782e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.110347462549640535e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.172060541349780050e-01
2.500000000000000139e-02,2.324218750000000438e-04,0.000000000000000000e+00,4.648437500000000876e-04,1.851562500000000430e-02,0.000000000000000000e+00,3.703125000000000860e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.104492960855293915e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.405080406643202662e-01
2.916666666666666713e-02,3.159089265046296341e-04,0.000000000000000000e+00,6.318178530092592683e-04,2.155598958333333065e-02,0.000000000000000000e+00,4.311197916666666130e-02,-9.411477191714448204e-25,0.000000000000000000e+00,1.097709886522530709e-01,-2.258754526011467540e-22,0.000000000000000000e+00,-1.627937839863168867e-01
3.333333333333333287e-02,4.120370370370369834e-04,0.000000000000000000e+00,8.240740740740739667e-04,2.458333333333333551e-02,0.000000000000000000e+00,4.916666666666667102e-02,2.355688080185703172e-09,0.000000000000000000e+00,1.090059219503064364e-01,5.653651392445689929e-07,0.000000000000000000e+00,-1.836160084671932258e-01
3.749999999999999861e-02,5.207519531250000017e-04,0.000000000000000000e+00,1.041503906250000003e-03,2.759765624999999806e-02,0.000000000000000000e+00,5.519531249999999611e-02,3.319737414092557926e-08,-1.893309925132197032e-45,1.081620407419573715e-01,7.402004654577571195e-06,-4.543943820317273276e-43,-2.025314900037739896e-01
